id,name,influence_score,rank,out_degree,in_degree
754032,The Beatles,1.0,1,615,31
66915,Bob Dylan,0.5898944419701768,2,389,29
894465,The Rolling Stones,0.42918009559176,3,319,39
549797,Hank Williams,0.3858379442462275,4,184,3
79016,Billie Holiday,0.3633016898160398,5,106,2
287604,Louis Jordan,0.3631649531925378,6,53,2
531986,David Bowie,0.3319296564210142,7,238,25
259529,Lester Young,0.31998045975041856,8,51,1
354105,Jimi Hendrix,0.3181506554534071,9,201,32
180228,Elvis Presley,0.3133859481719685,10,166,16
128099,James Brown,0.3130905605979263,11,154,15
120521,Chuck Berry,0.312805643361482,12,159,12
848784,Roy Acuff,0.3115485964784078,13,50,0
532957,Cab Calloway,0.3055839654349431,14,27,0
577531,Woody Guthrie,0.3030565195226064,15,80,0
238115,Sam Cooke,0.3008519967681915,16,128,6
423829,Miles Davis,0.3001153820409112,17,160,16
139026,Led Zeppelin,0.28287408482958976,18,221,24
100160,The Kinks,0.2820836821034858,19,192,8
211758,Charlie Parker,0.2751075774805989,20,95,8
608701,Muddy Waters,0.2719276069052682,21,113,5
46861,Ray Charles,0.2688069047738901,22,113,7
840402,The Velvet Underground,0.2651235294823401,23,181,8
316834,Marvin Gaye,0.2569781674273799,24,169,18
41874,The Beach Boys,0.25630363242311527,25,186,13
317093,Nat King Cole,0.2533473688733142,26,65,1
418740,Sex Pistols,0.24665631691534745,27,153,23
403120,The Mills Brothers,0.23658700150756584,28,35,1
617196,Brian Eno,0.23533097503723302,29,135,15
824022,Little Richard,0.23472926388890236,30,88,9
577627,The Who,0.23456608699275544,31,149,20
175553,John Coltrane,0.2321769440447944,32,118,15
162677,Dizzy Gillespie,0.23072024486229628,33,61,6
771438,Black Sabbath,0.22996708902696578,34,171,12
276085,Howlin' Wolf,0.22983366313979817,35,99,2
622805,Stevie Wonder,0.2254687889376397,36,138,11
805930,Charlie Christian,0.2246639251311151,37,35,1
3829,T-Bone Walker,0.22248404812203598,38,48,2
200775,Ernest Tubb,0.22235583975223486,39,52,0
631774,The Byrds,0.21549926025854838,40,158,20
346336,Pink Floyd,0.21356563794723446,41,142,16
104714,Kraftwerk,0.20754004603515264,42,108,8
81083,Bill Monroe,0.20334734703436938,43,59,2
82584,Billy Eckstine,0.1929505296224063,44,33,2
75747,The Clash,0.1926312969501439,45,136,26
467203,Michael Jackson,0.18991632674601863,46,101,21
490004,Ramones,0.18881377630841584,47,127,33
792507,Frank Sinatra,0.1886700424316447,48,71,9
184502,Ella Fitzgerald,0.18671473885936674,49,75,3
538677,Buddy Holly,0.18552208460933392,50,97,8
414251,Otis Redding,0.1789528786470896,51,99,13
562304,The Stooges,0.17835476140279893,52,116,21
489303,The Yardbirds,0.1763524665132797,53,105,17
379125,Neil Young,0.17474593357696958,54,148,31
816890,Johnny Cash,0.17320056186282606,55,112,11
852855,Roxy Music,0.1716565108968658,56,103,17
927555,Aretha Franklin,0.1715413629504461,57,95,16
821571,Smokey Robinson,0.16722035294428178,58,84,12
361393,Prince,0.1652523695526919,59,90,32
112462,Cream,0.1643053538213194,60,91,13
410219,Merle Haggard,0.16106991591625683,61,100,14
343396,Roy Brown,0.15500241938454362,62,34,5
192382,Deep Purple,0.15151993427254476,63,95,15
266160,Pete Seeger,0.1511352758579091,64,47,4
137494,Fats Domino,0.15000849554635007,65,51,6
