1921,0.082156819,0.06646612,0.175865505,0,0.16695283,1,0.7,0.892317136,0.522588776,0.500619046,0.060354801,0.629623914,0.003059321
1922,0.283738909,0.066961898,0.543930092,0.042064516,0,1,1,0.950385228,0.738169744,0.735560479,0.148238595,0,0
1923,0.611905446,0.087209037,0.851547331,0.518457741,0.38492688,1,0,1,0.667846783,0.715067931,0.109548098,0.10612735,0.080396925
1924,0.538425279,0.29172022,1,0.870869271,0.398668844,1,1,0.945487575,1,0.727611461,0.09018218,0.208737225,0.006681664
1925,0.624623054,0.122834198,0.823213284,0.656688485,0.373487737,1,0.5,0.985411122,0.680549046,0.781310757,0.148326038,0.164760683,0.036945637
1926,0.574191275,0.071392804,0.414776095,0.348200457,0.221800929,1,0.5,0.685120249,0.789328478,0.688283333,0.588681975,0.025252628,0.021209081
1927,0.914240004,0.106052104,0.973165782,0.611104098,0.356660081,1,0.7,0.944192498,0.668473239,0.006358109,0.150030369,0.175244707,0.009973528
1928,0.468095439,0.005905905,0.404578267,0.249257199,0.149272167,1,0.1,0.959683971,0.877783109,0.11141181,0.194052806,0.503575986,0.020108604
1929,0.903279132,0.074086653,0.897046784,0.471052149,0.206065515,1,0.7,0.48473803,0.334874216,0.708201666,1,0.021109019,0.002719252
1930,0.396448202,0.251403637,0.830088124,0.422054791,0.520117456,1,0.2,0.956053983,0.597490277,0.516118446,0.065984459,0.284353273,0.010539433
1931,0.566023713,0.110700733,0.67024733,0.32729282,0.262410621,1,0,0.865659203,0.540254597,0.740403019,0.419437114,0.116517668,0.001047253
1932,0.580704573,0.206818994,0.745815555,0.680512242,0.471824428,1,0.7,0.951524277,0.347568687,0.711612846,0.208936999,0.25951782,0.020195297
1933,0.742876195,0.16980173,0.886691478,0.630116771,0.51348339,1,0.5,0.904606084,0.172640094,0.442395001,0.103909691,0.249276009,0.099691899
1934,0.468608291,0.113881165,0.646318272,0.670299189,0.345677381,1,0,0.888344929,0.434150027,0.505908829,0.122883136,0.203156035,0.013062238
1935,0.555897577,0.082637217,0.570741595,0.441404666,0.295176235,1,0.7,0.739172917,0.347679983,0.627273462,0.699528493,0.551026552,0.017608846
1936,0.480353118,0.208288798,0.603782257,0.412049477,0.431218007,1,1,0.758665835,0.485046313,0.601004758,0.377255762,0.818567854,0.07007746
1937,0.568971314,0.169057171,0.749080687,0.610231522,0.461243186,1,0.7,0.897409898,0.547048088,0.523017988,0.081562461,0.381446146,0.049073835
1938,0.309639246,0.162173633,0.501795093,0.506184059,0.390495873,1,0,0.919474221,0.598859911,0.693277129,0.109021516,0.77729485,0.027221711
1939,0.406500189,0.186734685,0.640288536,0.584685369,0.42936886,1,0,0.87494255,0.420144487,0.694956928,0.175655235,0.480145988,0.05871016
1940,0.438208768,0.215655237,0.821440285,0.340077184,0.436632136,1,0.7,0.827159561,0.510098833,1,0.444564409,0.151497201,0.009898513
