id,name,influence_score,rank,out_degree,in_degree
9970,Spineshank,1.0,1,0,0
99449,Cornelius,1.0,2,1,0
988440,Grateful Dead,1.0,3,10,1
987777,Donell Jones,1.0,4,0,0
983872,Tommy Trash,1.0,5,0,0
97426,Booker Ervin,1.0,6,0,1
97203,BlackHawk,1.0,7,0,0
963992,Zack de la Rocha,1.0,8,0,1
961688,Wynton Marsalis,1.0,9,0,2
959770,Willie Dixon,1.0,10,5,0
957085,Danzig,1.0,11,0,2
956675,Darius Rucker,1.0,12,0,0
955700,Marc Johnson,1.0,13,0,0
954964,Manic Street Preachers,1.0,14,0,3
954322,Daniel Bedingfield,1.0,15,0,0
954189,Danger Danger,1.0,16,0,0
951825,Dan Bern,1.0,17,0,0
949579,Goldrush,1.0,18,0,0
947576,Gina X Performance,1.0,19,0,0
946940,Calvin Richardson,1.0,20,0,0
944643,Georges Delerue,1.0,21,0,1
940831,Captain & Tennille,1.0,22,1,0
938878,Brownsville Station,1.0,23,1,0
935739,Musiq Soulchild,1.0,24,0,1
934721,Tom Paxton,1.0,25,3,0
934367,Breaking Benjamin,1.0,26,0,0
929659,Armor for Sleep,1.0,27,0,0
928160,Armand Van Helden,1.0,28,1,0
926548,Iggy Pop,1.0,29,4,0
92507,The Bottle Rockets,1.0,30,0,0
924508,The Waterboys,1.0,31,2,2
923497,Thomas Newman,1.0,32,0,1
9218,Tracey Thorn,1.0,33,0,0
920994,The Vandals,1.0,34,2,1
920939,The Undisputed Truth,1.0,35,1,1
914671,Christian Finnegan,1.0,36,0,1
91438,The Gun Club,1.0,37,1,0
90174,Hawk Nelson,1.0,38,0,1
90018,The Last Poets,1.0,39,1,0
90011,Ini Kamoze,1.0,40,0,0
899223,The Slackers,1.0,41,0,2
898946,Mitch Hedberg,1.0,42,0,1
896965,Mikey Dread,1.0,43,0,0
894930,The Radio Dept.,1.0,44,0,0
89071,King,1.0,45,0,0
888942,The Muppets,1.0,46,0,1
888394,O'Bryan,1.0,47,0,0
887806,Oleta Adams,1.0,48,0,0
88587,Kindred the Family Soul,1.0,49,0,0
869708,Mel Lewis,1.0,50,0,0
866769,Mayday,1.0,51,0,1
865403,Bullet for My Valentine,1.0,52,0,0
862902,Mary Youngblood,1.0,53,0,0
862343,Mat Kearney,1.0,54,0,0
855232,Powerman 5000,1.0,55,0,1
853254,Ruby,1.0,56,0,0
852842,Planxty,1.0,57,1,0
847735,Marlene Dietrich,1.0,58,0,0
847305,Los del Rio,1.0,59,0,0
84387,Kele,1.0,60,0,0
843259,The Budos Band,1.0,61,0,2
842269,Vern Gosdin,1.0,62,0,0
840102,Jefferson Airplane,1.0,63,4,1
838847,Vanessa-Mae,1.0,64,0,0
837486,Utopia,1.0,65,0,0
835585,Loverboy,1.0,66,3,2
831215,Saint Etienne,1.0,67,0,2
830063,Robben Ford,1.0,68,0,0
82742,Iris DeMent,1.0,69,0,0
825387,Hothouse Flowers,1.0,70,1,3
824879,Horace Parlan,1.0,71,0,1
824866,Marian McPartland,1.0,72,0,0
824022,Little Richard,1.0,73,5,1
823762,Horace Brown,1.0,74,0,1
822089,Jordan Knight,1.0,75,0,0
821590,Diana Ross & the Supremes,1.0,76,0,0
821252,Dick Curless,1.0,77,0,0
820434,Whitney Houston,1.0,78,4,1
820115,White Zombie,1.0,79,1,3
81849,Boney James,1.0,80,0,1
817754,Ween,1.0,81,2,1
816267,Dawn Upshaw,1.0,82,0,0
814871,Mad Season,1.0,83,0,0
814606,Wanda Jackson,1.0,84,2,1
813463,John Waite,1.0,85,0,0
812711,Death Cab for Cutie,1.0,86,2,2
8125,Sharon Jones & the Dap-Kings,1.0,87,0,1
809446,Visage,1.0,88,0,0
808388,Vince Neil,1.0,89,0,1
807489,Charlie Louvin,1.0,90,0,1
807428,VÃ­ctor Manuelle,1.0,91,0,0
807028,Duane Allman,1.0,92,1,1
806740,Turbonegro,1.0,93,1,0
80657,Billy Ward & the Dominoes,1.0,94,0,0
805785,Joe Satriani,1.0,95,0,1
805332,The Charlatans,1.0,96,1,0
804559,Joe Sample,1.0,97,0,3
804431,Dropkick Murphys,1.0,98,1,2
803026,Government Issue,1.0,99,0,1
802745,Gene Harris,1.0,100,1,0
802048,Gregory Hines,1.0,101,0,0
800926,Emitt Rhodes,1.0,102,0,0
800332,Eric Donaldson,1.0,103,0,0
800100,Eric Dolphy,1.0,104,1,0
799466,France Gall,1.0,105,1,0
798658,EmilÃ­ana Torrini,1.0,106,0,0
798326,Freddie Hubbard,1.0,107,1,1
796439,Carlos Vives,1.0,108,0,0
796281,Five for Fighting,1.0,109,0,2
796166,Don Cherry,1.0,110,1,0
793988,Eddie Cochran,1.0,111,6,0
792925,Fear,1.0,112,0,0
792839,Shanice,1.0,113,0,0
792051,Bebe Neuwirth,1.0,114,0,0
790732,Squeeze,1.0,115,3,1
790078,Fad Gadget,1.0,116,0,2
789721,Earl Thomas Conley,1.0,117,0,3
788508,Beenie Man,1.0,118,0,1
78758,Bounty Killer,1.0,119,0,0
786360,D.R.I.,1.0,120,0,0
785101,Bananarama,1.0,121,1,3
784766,Clan of Xymox,1.0,122,0,0
780948,Ladytron,1.0,123,0,0
780258,Christina Aguilera,1.0,124,3,2
77952,Youth Group,1.0,125,0,0
777466,J.K. & Co.,1.0,126,0,0
777210,Kool & the Gang,1.0,127,1,1
774956,Chris Kenner,1.0,128,1,1
772526,Irma Thomas,1.0,129,2,1
771438,Black Sabbath,1.0,130,13,0
770853,The Kendalls,1.0,131,0,1
770628,Billy Walker,1.0,132,0,0
769876,Little Jimmy Scott,1.0,133,3,0
768737,Icehouse,1.0,134,0,0
768455,Bonham,1.0,135,0,0
765773,Jimmy McPartland,1.0,136,0,0
76561,Billy Ray Cyrus,1.0,137,0,1
762731,The Chi-Lites,1.0,138,0,0
762288,Big Mama Thornton,1.0,139,1,0
762177,The Feelies,1.0,140,0,1
761108,Avail,1.0,141,0,0
760154,Blind Faith,1.0,142,1,0
759031,Aztec Camera,1.0,143,1,1
758520,Big Black,1.0,144,0,2
757335,John Adams,1.0,145,0,0
755570,Angela Bofill,1.0,146,1,0
754587,Steve Hackett,1.0,147,0,0
75394,Bad Manners,1.0,148,1,0
753104,Andy Irvine,1.0,149,0,0
752303,Snapcase,1.0,150,1,1
750146,Stephen Schwartz,1.0,151,0,0
746182,Translator,1.0,152,0,0
744969,Alvin & the Chipmunks,1.0,153,1,0
744736,Sharon Shannon,1.0,154,0,0
743760,Alien Sex Fiend,1.0,155,0,2
738855,Grant Green,1.0,156,0,0
73553,Bill Fay,1.0,157,0,0
727318,We the Kings,1.0,158,0,3
723868,Newton Faulkner,1.0,159,0,0
711954,The Black Angels,1.0,160,0,1
70586,Gossip,1.0,161,0,2
70027,The Innocence Mission,1.0,162,1,0
696015,Phoebe Snow,1.0,163,2,0
69153,Joan Baez,1.0,164,3,0
689965,Z.Z. Hill,1.0,165,0,1
688515,Dave Hollister,1.0,166,0,0
684920,Dave Grusin,1.0,167,3,0
684240,Wreckless Eric,1.0,168,0,2
680476,Hole,1.0,169,0,3
678098,Marc Broussard,1.0,170,0,1
670641,"Harry ""Sweets"" Edison",1.0,171,0,0
670273,Gogol Bordello,1.0,172,0,0
667738,Dan Hill,1.0,173,0,0
667584,Damien Rice,1.0,174,0,3
666244,The Knife,1.0,175,0,0
665957,Harold Melvin & the Blue Notes,1.0,176,0,0
665824,Mal Waldron,1.0,177,0,0
663424,D.J. Rogers,1.0,178,0,0
663255,The Dodos,1.0,179,0,0
6568,Alicia Myers,1.0,180,0,0
652178,Guttermouth,1.0,181,0,1
636394,Strung Out,1.0,182,1,1
635760,David Benoit,1.0,183,0,4
635425,Atlas Sound,1.0,184,0,0
634674,Buck Clayton,1.0,185,0,0
633080,Strawberry Switchblade,1.0,186,0,0
633044,Strunz & Farah,1.0,187,0,0
628571,Reik,1.0,188,0,1
625739,Stevie Ray Vaughan,1.0,189,2,2
620603,Edwyn Collins,1.0,190,0,0
619460,Mr. Mister,1.0,191,0,0
616979,Brainstorm,1.0,192,0,0
615489,Bratmobile,1.0,193,2,1
614830,Metro Station,1.0,194,0,1
614823,Brenda Russell,1.0,195,2,1
610880,Brad Paisley,1.0,196,0,0
609590,Caribou,1.0,197,1,2
604852,Aerosmith,1.0,198,7,1
60476,The Friends of Distinction,1.0,199,0,0
601079,Eros Ramazzotti,1.0,200,1,0
597314,Arch Enemy,1.0,201,0,0
591902,Admiral Bailey,1.0,202,0,0
59156,B.B. King,1.0,203,6,0
590483,Third Day,1.0,204,2,0
590285,Billy Preston,1.0,205,0,0
5882,T. Rex,1.0,206,7,1
586843,The Dangerous Summer,1.0,207,0,0
586319,MÃ³nica Naranjo,1.0,208,0,0
585210,The Waitresses,1.0,209,0,0
58372,Faces,1.0,210,4,2
580485,Willie Hutch,1.0,211,0,0
577720,The Stanley Brothers,1.0,212,2,0
577358,The Used,1.0,213,0,0
57124,The Chambers Brothers,1.0,214,1,0
570155,Taio Cruz,1.0,215,0,0
569644,Wizzard,1.0,216,0,0
569600,Angels & Airwaves,1.0,217,1,0
569402,The Teardrop Explodes,1.0,218,0,0
566448,Justin Townes Earle,1.0,219,0,0
564726,The Sundays,1.0,220,1,0
562615,Jason Isbell,1.0,221,0,3
562030,Hawkshaw Hawkins,1.0,222,0,0
554804,The Wreckers,1.0,223,0,2
548397,Jonas Brothers,1.0,224,0,0
548338,Cannonball Adderley,1.0,225,1,1
546738,Jazmine Sullivan,1.0,226,0,1
546214,Gwen Stefani,1.0,227,2,2
529050,Girls Aloud,1.0,228,0,2
528243,Mystery Jets,1.0,229,0,0
524522,Joan Osborne,1.0,230,1,2
522377,Sting,1.0,231,2,3
521674,The Brecker Brothers,1.0,232,0,0
510953,As I Lay Dying,1.0,233,0,2
507975,Al Hirt,1.0,234,0,0
50581,Sin Bandera,1.0,235,0,1
500992,MÃ¶tley CrÃ¼e,1.0,236,4,7
499780,Adriana Calcanhotto,1.0,237,0,0
498691,The Slits,1.0,238,1,2
497760,Mink DeVille,1.0,239,0,0
497132,Milton Nascimento,1.0,240,1,0
496097,Miriam Makeba,1.0,241,0,0
495861,Mindy McCready,1.0,242,0,0
494746,Another Bad Creation,1.0,243,0,0
49374,Simple Minds,1.0,244,0,3
493327,They Might Be Giants,1.0,245,2,1
49180,Betty Harris,1.0,246,1,0
489845,Milt Jackson,1.0,247,0,0
48806,Soulwax,1.0,248,0,0
48587,Blancmange,1.0,249,0,0
485365,Thirty Seconds to Mars,1.0,250,1,1
479350,The Toasters,1.0,251,2,2
477875,The Supremes,1.0,252,1,0
477793,The String Cheese Incident,1.0,253,0,7
476282,A Skylit Drive,1.0,254,0,0
475932,The Only Ones,1.0,255,1,3
468632,Ricardo Montaner,1.0,256,1,0
46626,Beth Nielsen Chapman,1.0,257,0,0
