id,name,influence_score,rank,out_degree,in_degree
754032,The Beatles,1.0,1,615,31
66915,Bob Dylan,0.6061236045940029,2,389,29
894465,The Rolling Stones,0.4666399794958988,3,319,39
549797,Hank Williams,0.4037941411153557,4,184,3
531986,David Bowie,0.39434639417740863,5,238,25
139026,Led Zeppelin,0.35480117220686447,6,221,24
423829,Miles Davis,0.35104931818167306,7,160,16
354105,Jimi Hendrix,0.34914415322849135,8,201,32
238115,Sam Cooke,0.34158253491293783,9,128,6
180228,Elvis Presley,0.34134152518567634,10,166,16
128099,James Brown,0.3405424163470649,11,154,15
211758,Charlie Parker,0.3317254520625676,12,95,8
100160,The Kinks,0.3288149540921373,13,192,8
120521,Chuck Berry,0.31824523629485607,14,159,12
79016,Billie Holiday,0.3168649966548483,15,106,2
316834,Marvin Gaye,0.3158059876567755,16,169,18
41874,The Beach Boys,0.3155082973812951,17,186,13
617196,Brian Eno,0.30485697069054185,18,135,15
287604,Louis Jordan,0.30202173829172024,19,53,2
771438,Black Sabbath,0.30104742170875204,20,171,12
840402,The Velvet Underground,0.3002478952908185,21,181,8
418740,Sex Pistols,0.29950406220961484,22,153,23
577531,Woody Guthrie,0.2982159153540852,23,80,0
622805,Stevie Wonder,0.2963966730575636,24,138,11
608701,Muddy Waters,0.2960982964697724,25,113,5
259529,Lester Young,0.2884271271243998,26,51,1
175553,John Coltrane,0.2882092160103063,27,118,15
848784,Roy Acuff,0.2872916977660914,28,50,0
46861,Ray Charles,0.2827914927617846,29,113,7
577627,The Who,0.2797417528200439,30,149,20
631774,The Byrds,0.27647336278487966,31,158,20
467203,Michael Jackson,0.2731179955638346,32,101,21
104714,Kraftwerk,0.27285612353669836,33,108,8
276085,Howlin' Wolf,0.2723731765236937,34,99,2
346336,Pink Floyd,0.2690336350216078,35,142,16
162677,Dizzy Gillespie,0.266056138883513,36,61,6
75747,The Clash,0.26188007994398405,37,136,26
805930,Charlie Christian,0.2582378186596969,38,35,1
317093,Nat King Cole,0.256655687693554,39,65,1
490004,Ramones,0.2558969332911318,40,127,33
379125,Neil Young,0.2553950534765392,41,148,31
792507,Frank Sinatra,0.24945878210826988,42,71,9
414251,Otis Redding,0.2479432385981772,43,99,13
81083,Bill Monroe,0.24767789468137535,44,59,2
361393,Prince,0.24664215615248994,45,90,32
824022,Little Richard,0.2460063545729883,46,88,9
403120,The Mills Brothers,0.24264324717770475,47,35,1
532957,Cab Calloway,0.2423150194220837,48,27,0
816890,Johnny Cash,0.24184083432374606,49,112,11
410219,Merle Haggard,0.24180925014851426,50,100,14
927555,Aretha Franklin,0.2394570501451315,51,95,16
200775,Ernest Tubb,0.23933532555923268,52,52,0
852855,Roxy Music,0.23793121290246333,53,103,17
184502,Ella Fitzgerald,0.2368699889381849,54,75,3
562304,The Stooges,0.23094732077488975,55,116,21
446509,Metallica,0.2288536520767791,56,112,29
538677,Buddy Holly,0.22808778259576523,57,97,8
237205,Madonna,0.22551966655449684,58,77,25
192382,Deep Purple,0.22417719348603637,59,95,15
489303,The Yardbirds,0.2241760593007916,60,105,17
112462,Cream,0.2232106319382513,61,91,13
357406,Nirvana,0.22036498524938047,62,110,39
270491,Joni Mitchell,0.21921003510077577,63,116,17
325459,R.E.M.,0.2159364810657489,64,85,30
219203,U2,0.21427000699878382,65,81,22
3829,T-Bone Walker,0.21270770258445917,66,48,2
91650,Black Flag,0.211369126838534,67,93,18
821571,Smokey Robinson,0.2102536017353436,68,84,12
640675,Bud Powell,0.20862467305984336,69,38,2
144458,Curtis Mayfield,0.20858204284895884,70,73,13
44764,Blondie,0.2065637319477482,71,62,21
82584,Billy Eckstine,0.20585000868861447,72,33,2
290812,Joy Division,0.20435420488259798,73,84,15
266160,Pete Seeger,0.20387467159268283,74,47,4
137494,Fats Domino,0.2026431983337941,75,51,6
38490,The Band,0.20218205981017345,76,82,20
137390,The Cure,0.20206943047238038,77,80,17
129775,Parliament,0.20130368802290632,78,48,12
744548,Spike Jones,0.20097185682568025,79,20,4
183867,John Cage,0.1987113364351262,80,34,0
490416,Thelonious Monk,0.19859188760499133,81,51,1
98465,Iron Maiden,0.19809779369296196,82,69,23
246611,Judas Priest,0.1978731730941063,83,73,14
33161,Sly & the Family Stone,0.19712105672898597,84,67,15
31263,Andra̩ Crouch,0.1952572914175489,85,16,4
607448,Al Green,0.1950066382137929,86,78,28
260038,Dinah Washington,0.1941312620685801,87,45,6
530745,Bruce Springsteen,0.19348506641991653,88,70,24
894335,The Platters,0.19279005119228082,89,37,6
84209,Kiss,0.19270257535273266,90,89,23
5882,T. Rex,0.19243637198387029,91,71,11
108826,Jackie Wilson,0.19173455236452758,92,54,6
74970,Bob Wills,0.1916726760096627,93,40,0
118544,The Drifters,0.19011824442483247,94,47,7
334193,New Order,0.18962476263604314,95,74,14
944310,George Jones,0.18868118232070316,96,77,15
396372,Max Roach,0.18832202048756316,97,28,1
59156,B.B. King,0.18700157915167503,98,54,10
22124,Slayer,0.18695199507361754,99,69,17
43714,Bee Gees,0.18560802416550262,100,49,17
131650,Talking Heads,0.1854985017891495,101,68,21
796734,Elton John,0.18508858289058586,102,76,24
899530,The Smiths,0.18493525939843303,103,83,23
55128,Bo Diddley,0.18492702613160358,104,65,12
672910,Wire,0.18427519726092323,105,60,15
815039,John Lee Hooker,0.184258049881215,106,62,5
307461,Van Morrison,0.18389829281642361,107,63,24
114342,The Doors,0.18389329085661926,108,74,10
208774,Janet Jackson,0.18373307464154728,109,59,16
326249,Radiohead,0.18318956103664688,110,55,39
642542,Burt Bacharach,0.18255235929443836,111,63,13
667669,Daft Punk,0.18244831491971836,112,26,12
594665,Diana Ross,0.18225657458607278,113,52,11
578999,Aaliyah,0.1816127028190973,114,27,12
76881,Jimmy Reed,0.18024794252219906,115,55,7
154544,Green Day,0.18013005327045634,116,65,35
343396,Roy Brown,0.18008993432247355,117,34,5
858827,Queen,0.17924327511783344,118,77,23
46699,The Everly Brothers,0.17889698690107772,119,53,12
260206,Van Halen,0.17854455935970212,120,54,28
24944,Amy Grant,0.17821057273565813,121,16,12
604852,Aerosmith,0.1778632514908843,122,67,22
895136,Pixies,0.17763043574276213,123,72,24
303506,Usher,0.17758283131246136,124,29,22
332141,Jerry Lee Lewis,0.1774824228504509,125,53,8
411761,Nina Simone,0.17745900970335257,126,52,12
37730,Pearl Jam,0.17724397289871469,127,41,29
781172,Jimmy Smith,0.17723665553209647,128,20,2
82831,The Ink Spots,0.17676241742457582,129,21,2
138699,Frank Zappa,0.1767482029353153,130,63,16
135273,"Earth, Wind & Fire",0.17658987189047837,131,35,15
660507,Giorgio Moroder,0.17609932763396802,132,27,8
775877,Coldplay,0.17589984746040888,133,31,26
944084,George Strait,0.17575519651285473,134,47,23
413524,The Police,0.17558013752900553,135,51,16
937003,My Bloody Valentine,0.17535868394065687,136,51,18
178014,U-Roy,0.175262981824222,137,24,12
204901,Sarah Vaughan,0.1751846308991547,138,45,5
71209,Leonard Cohen,0.1751740007864322,139,64,12
239921,Depeche Mode,0.17472194169878077,140,49,21
267354,Horace Silver,0.17452361702286273,141,32,7
785380,"Lee ""Scratch"" Perry",0.17448882731142765,142,48,7
227527,Flatt & Scruggs,0.1743597427330193,143,32,6
898331,Mississippi Fred McDowell,0.17431958446915297,144,17,0
7689,TLC,0.1739475705209077,145,37,18
40225,Gladys Knight,0.1737645745605677,146,36,11
755156,Sonic Youth,0.1733784303216834,147,71,38
820434,Whitney Houston,0.1733387119261011,148,45,23
29884,Paul McCartney,0.17323341447770077,149,29,13
422947,Minor Threat,0.17288843705773171,150,47,17
583959,Willie Nelson,0.17283204463812027,151,66,18
792953,Carl Perkins,0.17278256898681285,152,50,8
988440,Grateful Dead,0.17244381573465206,153,60,29
186312,Celia Cruz,0.17226556346326707,154,21,4
31685,Paul Simon,0.17196645926830145,155,50,22
170770,Erykah Badu,0.17187234793602726,156,19,26
233066,Lou Reed,0.17181739463531676,157,58,14
319347,R. Kelly,0.1717147657797794,158,38,22
936206,Alabama,0.17162115256496852,159,31,16
