id,name,influence_score,rank,out_degree,in_degree
532957,Cab Calloway,1.0,1,27,0
79016,Billie Holiday,0.8897818245553095,2,106,2
259529,Lester Young,0.7758126257758268,3,51,1
287604,Louis Jordan,0.732392958341632,4,53,2
754032,The Beatles,0.6428229287623275,5,615,31
3829,T-Bone Walker,0.5159122446172965,6,48,2
403120,The Mills Brothers,0.41662622523144704,7,35,1
848784,Roy Acuff,0.4092586921303477,8,50,0
66915,Bob Dylan,0.4005596559722557,9,389,29
13511,Sister Rosetta Tharpe,0.38647655166851286,10,13,3
805930,Charlie Christian,0.3544141352710685,11,35,1
608701,Muddy Waters,0.3481962533503861,12,113,5
577531,Woody Guthrie,0.3446637728145783,13,80,0
898331,Mississippi Fred McDowell,0.33500023932221484,14,17,0
898336,Mississippi Sheiks,0.33066666934510486,15,3,0
317093,Nat King Cole,0.32248341441396766,16,65,1
549797,Hank Williams,0.31890404255468274,17,184,3
120521,Chuck Berry,0.29695386205768115,18,159,12
82584,Billy Eckstine,0.2920410610185764,19,33,2
894465,The Rolling Stones,0.28289260854554094,20,319,39
46861,Ray Charles,0.277151346845412,21,113,7
200775,Ernest Tubb,0.2601744642383536,22,52,0
162677,Dizzy Gillespie,0.2535849073563222,23,61,6
180228,Elvis Presley,0.24675891934510588,24,166,16
824022,Little Richard,0.24603599473494903,25,88,9
128099,James Brown,0.24292919046950573,26,154,15
343396,Roy Brown,0.2312554421200092,27,34,5
753094,Son House,0.2270302556001326,28,22,1
354105,Jimi Hendrix,0.22335174961484133,29,201,32
238115,Sam Cooke,0.22183420504907578,30,128,6
276085,Howlin' Wolf,0.21614400632888225,31,99,2
423829,Miles Davis,0.19109351294454166,32,160,16
100160,The Kinks,0.1878227491575652,33,192,8
840402,The Velvet Underground,0.18704419727776142,34,181,8
82831,The Ink Spots,0.18161427354594467,35,21,2
211758,Charlie Parker,0.1815897568333197,36,95,8
531986,David Bowie,0.18104805847832003,37,238,25
170690,Erskine Hawkins,0.17479311615879375,38,7,1
81083,Bill Monroe,0.16580349548993806,39,59,2
184502,Ella Fitzgerald,0.16172578411307267,40,75,3
960674,Wynonie Harris,0.1609231495707793,41,23,1
577627,The Who,0.16049801747024903,42,149,20
175553,John Coltrane,0.15620145719351397,43,118,15
41874,The Beach Boys,0.14910367445347308,44,186,13
55128,Bo Diddley,0.14882720428611032,45,65,12
418740,Sex Pistols,0.14856365353874842,46,153,23
346637,Roy Eldridge,0.14845662333380993,47,17,1
538677,Buddy Holly,0.14631652286885424,48,97,8
316834,Marvin Gaye,0.14389100478513775,49,169,18
139026,Led Zeppelin,0.14093001599893637,50,221,24
74970,Bob Wills,0.13990158453654028,51,40,0
959770,Willie Dixon,0.139632109320206,52,37,3
269972,Little Willie John,0.13682241391446698,53,14,1
346336,Pink Floyd,0.13360727538141598,54,142,16
489303,The Yardbirds,0.13251961434042253,55,105,17
821571,Smokey Robinson,0.13135761962408632,56,84,12
108826,Jackie Wilson,0.13089810016585138,57,54,6
631774,The Byrds,0.1284925502293508,58,158,20
748773,Amos Milburn,0.12608244900306742,59,12,4
894335,The Platters,0.12486738695547893,60,37,6
792507,Frank Sinatra,0.12397432688827058,61,71,9
490416,Thelonious Monk,0.12147696610143975,62,51,1
137494,Fats Domino,0.11972354711550601,63,51,6
266160,Pete Seeger,0.11918133144851462,64,47,4
617196,Brian Eno,0.1186481617919325,65,135,15
562304,The Stooges,0.11705661252738254,66,116,21
261332,Jonah Jones,0.1156679732422132,67,1,2
771438,Black Sabbath,0.11549244400070281,68,171,12
76881,Jimmy Reed,0.11430689968586087,69,55,7
815039,John Lee Hooker,0.11417592603643986,70,62,5
662800,Hank Snow,0.11313662530834974,71,19,2
183867,John Cage,0.11175050184352325,72,34,0
104714,Kraftwerk,0.11063118736493535,73,108,8
1006782,Sonny Boy Williamson I,0.11037929170417943,74,8,0
622805,Stevie Wonder,0.1101286775580672,75,138,11
342768,Roscoe Holcomb,0.10876242060192821,76,14,0
931567,Titus Turner,0.10666510068957319,77,1,0
176936,Elmore James,0.10551573451497015,78,51,4
112462,Cream,0.10292199350621274,79,91,13
490004,Ramones,0.10258803823883132,80,127,33
792953,Carl Perkins,0.09967547088680423,81,50,8
118544,The Drifters,0.09944407742794253,82,47,7
414251,Otis Redding,0.09902468855751233,83,99,13
75747,The Clash,0.09896458648062145,84,136,26
797881,Ella Mae Morse,0.09876923471706758,85,1,0
332141,Jerry Lee Lewis,0.0961953222533096,86,53,8
816890,Johnny Cash,0.09378811278089208,87,112,11
396372,Max Roach,0.0912795102972421,88,28,1
640675,Bud Powell,0.09073977395848193,89,38,2
927555,Aretha Franklin,0.09031771910487922,90,95,16
852855,Roxy Music,0.08902577964878992,91,103,17
81796,Kenny Clarke,0.08853052768158291,92,7,2
825208,Lightnin' Hopkins,0.08804639710789988,93,35,1
60679,Big Joe Williams,0.08672006479536687,94,10,0
315909,Pete Johnson,0.08377071480179633,95,4,1
46699,The Everly Brothers,0.08269145001013051,96,53,12
204901,Sarah Vaughan,0.0818645516468692,97,45,5
309328,Percy Mayfield,0.08119107280728258,98,22,5
486305,Junior Parker,0.08001046603216137,99,8,3
33161,Sly & the Family Stone,0.07990609326285472,100,67,15
467203,Michael Jackson,0.0793284655298684,101,101,21
144458,Curtis Mayfield,0.07627735003308736,102,73,13
260038,Dinah Washington,0.07515007940369668,103,45,6
496405,The Shadows,0.07494916593003194,104,22,13
379125,Neil Young,0.07487706573256256,105,148,31
192382,Deep Purple,0.07411467845482994,106,95,15
793988,Eddie Cochran,0.07411052453576572,107,43,7
766893,The Isley Brothers,0.07307723099006887,108,46,9
190946,Lefty Frizzell,0.07286306818761036,109,36,4
744548,Spike Jones,0.07282846911309719,110,20,4
395819,Maxine Sullivan,0.07233290046298768,111,8,2
750203,Slim Gaillard,0.07172412802883527,112,16,3
59156,B.B. King,0.07171373916689172,113,54,10
410219,Merle Haggard,0.07106878551992533,114,100,14
28166,Slim Harpo,0.07032724176983082,115,23,10
114342,The Doors,0.07014350661950906,116,74,10
75171,The Clovers,0.07001639153727271,117,15,2
793227,Ben Webster,0.06977198718700389,118,19,1
954694,Helen Ward,0.06920778210059687,119,9,0
369270,Professor Longhair,0.06804680813504518,120,18,1
94205,Chet Atkins,0.06792814252633857,121,42,8
783025,Jimmy Yancey,0.06779694545845869,122,1,0
361393,Prince,0.06775747518521474,123,90,32
668448,James Cleveland,0.06743755665275203,124,17,1
60306,Harold Arlen,0.0669712063122216,125,8,0
91650,Black Flag,0.06653315989903452,126,93,18
38490,The Band,0.06609690189908975,127,82,20
484396,Ornette Coleman,0.06603161630437789,128,45,7
82013,The Impressions,0.06578609918282584,129,30,7
182598,MC5,0.06510667396094906,130,64,21
270491,Joni Mitchell,0.0639390281604669,131,116,17
928942,Art Blakey,0.06386934687912184,132,36,2
803720,Gene Vincent,0.06313153944830534,133,36,8
815575,Lena Horne,0.06254159233378763,134,22,4
536754,Burl Ives,0.06233726671288675,135,21,0
479582,The Moonglows,0.06220987721086368,136,18,2
353145,Roy Rogers,0.06202683775086224,137,18,1
763301,The Fugs,0.061816098522854,138,24,13
5882,T. Rex,0.061799208663742645,139,71,11
212612,Johnny Hartman,0.0616428771083037,140,15,6
594665,Diana Ross,0.061481737536913966,141,52,11
37658,Steve Reich,0.061416363445942056,142,24,2
75825,The Coasters,0.060967632554183776,143,22,6
239961,Johnny Kidd & the Pirates,0.06023152514152155,144,11,11
197532,Charles TrÃ©net,0.05964241842964177,145,4,0
750519,Terry Riley,0.059406579005550623,146,34,2
477875,The Supremes,0.05860499155541593,147,33,10
303050,Rufus Thomas,0.058383814516340955,148,23,7
569685,The Temptations,0.05834900993086784,149,55,13
446509,Metallica,0.058116613889348655,150,112,29
942529,Buddy Guy,0.05810270306605652,151,40,17
138699,Frank Zappa,0.057406810645677896,152,63,16
174557,Carole King,0.05692592091529205,153,54,11
147200,The Dells,0.056770522547466215,154,17,9
852007,Roy Orbison,0.05676848826859949,155,47,7
743929,Stan Kenton,0.05674014809595694,156,24,3
762288,Big Mama Thornton,0.05658107452141706,157,13,1
607804,Alan Lomax,0.056095085010060684,158,10,0
267354,Horace Silver,0.055653950676007306,159,32,7
45057,The Louvin Brothers,0.05559384203516272,160,28,3
806542,Etta James,0.055407853285840504,161,37,9
425105,The Skatalites,0.05500626283492153,162,29,9
380704,Red Foley,0.05492592090939847,163,18,3
404463,Ravi Shankar,0.05481740630512611,164,21,0
617844,Albert King,0.0547015007829831,165,36,8
824599,Little Walter,0.05461116922803052,166,20,2
642542,Burt Bacharach,0.0546076316191249,167,63,13
31067,Solomon Burke,0.05410402049468179,168,26,11
237205,Madonna,0.05409044729430359,169,77,25
246022,Merle Travis,0.05393619576779516,170,14,3
129775,Parliament,0.053696122520000084,171,48,12
654490,Guitar Slim,0.053627717055880895,172,14,3
607448,Al Green,0.05360109513585822,173,78,28
359199,Billy Strayhorn,0.053505802724472744,174,10,0
290812,Joy Division,0.05315294403815182,175,84,15
796950,Elizabeth Cotten,0.05309528056359309,176,16,0
55304,The Flamingos,0.05261888582793513,177,20,2
785380,"Lee ""Scratch"" Perry",0.05255631070855987,178,48,7
84209,Kiss,0.052506059913212236,179,89,23
225389,Jay McShann,0.05182910392361063,180,6,0
418981,The Shirelles,0.05150588636582403,181,20,7
926548,Iggy Pop,0.05116267654191444,182,50,17
411761,Nina Simone,0.05116177937732703,183,52,12
206967,Erroll Garner,0.0511559827807057,184,22,1
866786,New York Dolls,0.05107350209393111,185,59,19
238495,John Mayall,0.05106178267484015,186,28,18
409954,Ray Price,0.05105976582547994,187,30,8
639789,Bunny Berigan,0.05072020905754204,188,5,0
672910,Wire,0.05059562677510258,189,60,15
941579,Buck Owens,0.05047649282131306,190,42,13
806877,Ruth Brown,0.05041512630169221,191,22,6
154533,Ewan MacColl,0.05025184628995249,192,28,3
246611,Judas Priest,0.049821814228803524,193,73,14
551815,Gil Evans,0.04981914382211517,194,36,4
357406,Nirvana,0.04963795406684586,195,110,39
325459,R.E.M.,0.04924479588521199,196,85,30
98189,Kitty Wells,0.04920467545006644,197,33,4
873886,Raymond Scott,0.04906537794415142,198,14,0
40225,Gladys Knight,0.04901669418823292,199,36,11
796734,Elton John,0.04893506667538589,200,76,24
677781,Wilson Pickett,0.048488156583761904,201,38,10
924232,Sun Ra,0.048172469009740745,202,32,3
150629,Ã‰dith Piaf,0.04816341036743643,203,34,1
87985,The Hollies,0.04773714877786677,204,45,14
193160,The Maddox Brothers & Rose,0.047423647529903704,205,15,2
98465,Iron Maiden,0.04728384958996307,206,69,23
307461,Van Morrison,0.04723939015777692,207,63,24
645612,Can,0.04721111127920336,208,51,10
90803,King Curtis,0.047001688606458036,209,16,5
792175,Fats Navarro,0.04688695524088053,210,14,2
760240,Bernard Herrmann,0.04647768177175792,211,16,0
950571,Harry James,0.04645567389480396,212,10,2
121590,Jacques Brel,0.046273806879807144,213,25,4
92942,Chic,0.0462427080480094,214,37,15
944310,George Jones,0.04619280287890839,215,77,15
391398,Ramblin' Jack Elliott,0.04611437498497455,216,29,4
5953,Alice Cooper,0.04606940245934392,217,68,25
77698,Bobby Hackett,0.0458604409029793,218,3,0
23290,Slam Stewart,0.04542002389405842,219,2,0
131650,Talking Heads,0.045404881371997434,220,68,21
784527,Barney Kessel,0.0450431060413724,221,14,1
44764,Blondie,0.04465488686199429,222,62,21
172350,Don Byas,0.04433881949723247,223,15,2
501407,MotÃ¶rhead,0.04428459733897656,224,55,15
139933,Frankie Lymon,0.044284059976537914,225,11,2
556242,Hamza el Din,0.04393424187946747,226,8,0
542549,Gerry Mulligan,0.04372179534995182,227,14,5
81194,"Bobby ""Blue"" Bland",0.04366673038766609,228,21,7
755494,Silver Apples,0.04358040796544582,229,25,10
43714,Bee Gees,0.04355920171020559,230,49,17
582313,The Zombies,0.04338411839857756,231,55,17
219203,U2,0.04319205695608828,232,81,22
764702,Bill Evans,0.04293227055654774,233,37,10
607283,Tito Puente,0.04249421854318897,234,21,5
490763,The Ravens,0.042181197149548065,235,5,0
813392,Dean Martin,0.041994410908405756,236,26,5
102050,The Kingston Trio,0.04194184317660349,237,21,6
814036,Davy Graham,0.04174708644643696,238,26,6
422947,Minor Threat,0.041647882258822176,239,47,17
819894,Johnny Otis,0.04162580150501241,240,10,3
583959,Willie Nelson,0.041590749987689336,241,66,18
770629,Illinois Jacquet,0.04124950419588386,242,11,5
137390,The Cure,0.041071195343622025,243,80,17
170815,Fred Neil,0.041060993391532574,244,37,11
311674,Vanilla Fudge,0.041044175823979206,245,22,10
489316,Oscar Peterson,0.04103236271437414,246,26,6
781172,Jimmy Smith,0.040972686068334915,247,20,2
577720,The Stanley Brothers,0.04095534933168874,248,27,3
888730,Odetta,0.04093955204027906,249,25,3
295276,Jimmy Cliff,0.04081336428402374,250,35,11
208774,Janet Jackson,0.04070154119869413,251,59,16
781094,The Clancy Brothers,0.04052150718573945,252,15,4
233066,Lou Reed,0.040401532751632885,253,58,14
528221,Dave Van Ronk,0.04038603709631109,254,22,10
112540,Cisco Houston,0.04032629495582997,255,10,0
751019,The Animals,0.040143038674689324,256,39,23
858827,Queen,0.04004264164720086,257,77,23
138520,The Damned,0.039797867345415086,258,45,18
19701,Television,0.03964959848935989,259,50,18
164594,Ben E. King,0.039546082144696335,260,20,10
378624,Quincy Jones,0.03946188058087303,261,31,10
197040,Champion Jack Dupree,0.03917925065491116,262,6,1
664194,Hank Ballard,0.039103991374009314,263,9,0
685647,Yes,0.03891568672805107,264,43,14
527379,Bukka White,0.03881218608042478,265,8,0
22124,Slayer,0.03877797406599816,266,69,17
171637,Duane Eddy,0.038774755063890234,267,20,6
334193,New Order,0.03872227076869831,268,74,14
804476,Charles Aznavour,0.03825523628940159,269,19,3
69153,Joan Baez,0.03818926366111226,270,35,15
947816,Hank Thompson,0.03816703562004826,271,17,6
138837,Joe Liggins,0.03792689598016393,272,4,1
31263,AndraÃ© Crouch,0.03790593263122452,273,16,4
169202,Doc Watson,0.03775691217937097,274,23,5
646353,George Russell,0.037649884138105834,275,10,4
51992,Big Star,0.037554135369034354,276,75,20
487186,Suicide,0.03731204961889521,277,42,16
489676,The Pretty Things,0.0372011203708628,278,19,13
198901,Webb Pierce,0.03713115989168036,279,20,2
44290,Sonny Stitt,0.037080547538835766,280,15,3
661524,Donna Summer,0.03680851874552829,281,34,16
491220,The Ronettes,0.03676386607082094,282,27,7
38936,Simon & Garfunkel,0.03672058052778867,283,46,14
71209,Leonard Cohen,0.03672038462635023,284,64,12
68155,The Chantels,0.036547418770808186,285,12,1
231645,Jean Ritchie,0.036546915118038065,286,14,2
604852,Aerosmith,0.03650969259775003,287,67,22
227527,Flatt & Scruggs,0.03650765668123014,288,32,6
988440,Grateful Dead,0.03619635222969698,289,60,29
31685,Paul Simon,0.036059952103985146,290,50,22
328014,Peter Tosh,0.03605563207520259,291,35,11
479028,Anita O'Day,0.036055469286075004,292,17,4
987491,Gram Parsons,0.03604552836711178,293,51,22
76057,King Crimson,0.03594659281889377,294,50,14
952794,Harry Belafonte,0.035862889578964614,295,12,5
279141,Ritchie Valens,0.03584168867956278,296,19,11
799053,Donovan,0.035839809622210825,297,38,12
256349,Peggy Lee,0.03581099350772813,298,28,7
847735,Marlene Dietrich,0.03580791524142792,299,14,0
939567,Buffalo Springfield,0.03579135009635058,300,37,15
530745,Bruce Springsteen,0.03575726028454933,301,70,24
2411,Tangerine Dream,0.0356455013498668,302,34,8
899530,The Smiths,0.03547393948968481,303,83,23
755156,Sonic Youth,0.03541359348521027,304,71,38
165011,Dionne Warwick,0.03541160960723221,305,32,11
240865,Jeff Beck,0.03540278147868388,306,45,18
187581,Funkadelic,0.035376141993552906,307,44,17
135273,"Earth, Wind & Fire",0.03527267510214282,308,35,15
83013,The Jackson 5,0.03515509569517699,309,32,19
14651,Patsy Cline,0.0351422103540267,310,50,11
802302,Chaka Khan,0.035095479520695576,311,37,12
813485,Lee Wiley,0.03507585012440811,312,8,1
376608,The Marvelettes,0.03497711773176787,313,13,6
6334,Tony Bennett,0.0349438991929488,314,28,13
927627,Mose Allison,0.034926844815457374,315,20,10
817000,Johnny Ace,0.03488761348220237,316,12,3
496525,Moondog,0.0348157838058915,317,16,2
389979,Ralph Stanley,0.03478211419094788,318,20,1
59537,Blue Cheer,0.034461837675415635,319,28,12
39656,Sonny Rollins,0.03416602415649848,320,29,11
660507,Giorgio Moroder,0.03407963114494522,321,27,8
958076,Woody Herman,0.034049413751598125,322,8,0
418955,The Shangri-Las,0.03398979630490987,323,32,7
796741,Eddy Arnold,0.0339110971132859,324,18,3
35021,Smokey Robinson & the Miracles,0.03380890682363665,325,15,6
813092,John Jacob Niles,0.03376414679356155,326,6,0
240311,Link Wray,0.03374070758760095,327,22,10
2993710,Don Covay,0.03364913904547475,328,16,10
894956,Otis Rush,0.033637041382846504,329,26,15
193231,Gang of Four,0.03350590451508025,330,41,9
178014,U-Roy,0.03343509862290344,331,24,12
769876,Little Jimmy Scott,0.03342190964081019,332,18,7
798606,Fugazi,0.033404874866638706,333,42,19
840102,Jefferson Airplane,0.033368871704368044,334,25,9
310383,PÃ©rez Prado,0.03331577775028145,335,16,3
29884,Paul McCartney,0.03327859602111348,336,29,13
511029,Artie Shaw,0.03323522878483344,337,6,0
241813,Johnny Burnette,0.033171978156781065,338,12,0
756518,The Bobbettes,0.033171299963439815,339,2,0
574772,AC/DC,0.03315872368176904,340,65,18
895136,Pixies,0.03294745774355175,341,72,24
84053,The Jam,0.03293869287359863,342,43,18
820434,Whitney Houston,0.03270150000657387,343,45,23
790988,Toots & the Maytals,0.03267824327978614,344,33,13
669015,Malvina Reynolds,0.03266962049970794,345,8,3
208404,Dexter Gordon,0.032643846149533744,346,17,3
64509,Bobby Womack,0.032557863533642616,347,23,8
639053,HÃ¼sker DÃ¼,0.03254240886218896,348,49,15
747445,Patti Smith,0.03246438130604797,349,45,17
181694,Carmen Miranda,0.03241839074857721,350,11,0
154544,Green Day,0.03225026781187161,351,65,35
753685,Soft Machine,0.03220860988180437,352,23,11
942252,Compay Segundo,0.03213034059627512,353,12,0
748222,Siouxsie and the Banshees,0.03208665812809627,354,39,15
64817,Big Walter Horton,0.03196335002118896,355,4,1
186312,Celia Cruz,0.03194187657835177,356,21,4
798662,Ennio Morricone,0.03182162765435791,357,30,1
786613,Dead Kennedys,0.031680113980160844,358,34,19
548338,Cannonball Adderley,0.03160691050229352,359,26,9
423267,Small Faces,0.03158804757275402,360,30,15
315336,Perry Como,0.031568319935074425,361,15,0
182900,Fleetwood Mac,0.03138125577778876,362,47,23
16759,Tadd Dameron,0.03137523712725551,363,6,0
183858,Gary Numan,0.03123760143451091,364,46,17
772567,Iron Butterfly,0.031106921125019754,365,22,14
260206,Van Halen,0.03098448735015944,366,54,28
758194,Beny MorÃ©,0.03092428139851386,367,13,1
140499,Cocteau Twins,0.030867546011274585,368,40,8
239921,Depeche Mode,0.030719615462411812,369,49,21
276592,Jess Stacy,0.030688147198032794,370,1,0
198922,Esquerita,0.0306846315866728,371,3,3
785283,JoÃ£o Gilberto,0.03061095469553478,372,27,6
129547,"Clarence ""Gatemouth"" Brown",0.03059125325919061,373,13,4
745964,The Allman Brothers Band,0.030504415198372596,374,53,17
828768,Lord Kitchener,0.03018341366980926,375,8,2
756656,Bert Jansch,0.030033471343964297,376,26,5
127369,Ahmad Jamal,0.029897978451347357,377,19,5
749734,Slade,0.029893983597671828,378,29,13
404434,The Moody Blues,0.029817246700019024,379,30,8
208076,Luther Vandross,0.02975933200982956,380,38,28
387815,Neu!,0.029620315441878528,381,29,6
271029,Esther Phillips,0.029588170033059,382,8,6
