id,name,influence_score,rank,out_degree,in_degree
754032,The Beatles,1.0,1,615,31
66915,Bob Dylan,0.6452045346753951,2,389,29
894465,The Rolling Stones,0.5228902485200829,3,319,39
549797,Hank Williams,0.46247076910580964,4,184,3
531986,David Bowie,0.46162855908957506,5,238,25
139026,Led Zeppelin,0.4276033467757032,6,221,24
423829,Miles Davis,0.42026854529617313,7,160,16
354105,Jimi Hendrix,0.41424065813473093,8,201,32
238115,Sam Cooke,0.41032822056160706,9,128,6
180228,Elvis Presley,0.4073109535474727,10,166,16
128099,James Brown,0.40641248634976723,11,154,15
211758,Charlie Parker,0.40426693593437685,12,95,8
100160,The Kinks,0.3993841735031797,13,192,8
41874,The Beach Boys,0.38942678046100704,14,186,13
316834,Marvin Gaye,0.38929844514176265,15,169,18
120521,Chuck Berry,0.38249387743943425,16,159,12
617196,Brian Eno,0.3816829580827085,17,135,15
771438,Black Sabbath,0.3786779846237336,18,171,12
79016,Billie Holiday,0.37514321706147635,19,106,2
622805,Stevie Wonder,0.37416383955836596,20,138,11
418740,Sex Pistols,0.3734466905687882,21,153,23
840402,The Velvet Underground,0.3706052850415853,22,181,8
608701,Muddy Waters,0.36736631207364895,23,113,5
175553,John Coltrane,0.3646749175002729,24,118,15
577531,Woody Guthrie,0.36266831105417985,25,80,0
287604,Louis Jordan,0.36048935151396444,26,53,2
467203,Michael Jackson,0.35590514807917495,27,101,21
631774,The Byrds,0.3545266365144758,28,158,20
577627,The Who,0.35422307691831606,29,149,20
46861,Ray Charles,0.3523844338079253,30,113,7
104714,Kraftwerk,0.3517628735444668,31,108,8
259529,Lester Young,0.3511576787300791,32,51,1
848784,Roy Acuff,0.34971933256963394,33,50,0
276085,Howlin' Wolf,0.34848178125774426,34,99,2
346336,Pink Floyd,0.3466053766466806,35,142,16
75747,The Clash,0.34273653078864297,36,136,26
162677,Dizzy Gillespie,0.3414063181312829,37,61,6
379125,Neil Young,0.33926396595047564,38,148,31
490004,Ramones,0.3370227756567725,39,127,33
805930,Charlie Christian,0.3350922625036127,40,35,1
361393,Prince,0.3313695301387201,41,90,32
414251,Otis Redding,0.33035959559633093,42,99,13
792507,Frank Sinatra,0.3301900491934131,43,71,9
410219,Merle Haggard,0.32709098562163524,44,100,14
317093,Nat King Cole,0.3268857477556202,45,65,1
81083,Bill Monroe,0.3253040087780568,46,59,2
816890,Johnny Cash,0.3245296990614427,47,112,11
927555,Aretha Franklin,0.32209402089073463,48,95,16
852855,Roxy Music,0.3201326779529138,49,103,17
824022,Little Richard,0.3178650648721067,50,88,9
184502,Ella Fitzgerald,0.31717949095350517,51,75,3
403120,The Mills Brothers,0.3169103206935585,52,35,1
446509,Metallica,0.3154264563585174,53,112,29
200775,Ernest Tubb,0.31347914296246926,54,52,0
237205,Madonna,0.31290011354585046,55,77,25
562304,The Stooges,0.31131778210582134,56,116,21
192382,Deep Purple,0.30927092828360886,57,95,15
357406,Nirvana,0.3082783795197004,58,110,39
532957,Cab Calloway,0.3082009552158576,59,27,0
538677,Buddy Holly,0.30693109054648693,60,97,8
112462,Cream,0.30566268068410424,61,91,13
270491,Joni Mitchell,0.3054004096423092,62,116,17
489303,The Yardbirds,0.3046142898685707,63,105,17
325459,R.E.M.,0.3041536968348034,64,85,30
219203,U2,0.3035332797358268,65,81,22
91650,Black Flag,0.29738757930382215,66,93,18
44764,Blondie,0.2957068864146513,67,62,21
144458,Curtis Mayfield,0.2943268812026548,68,73,13
640675,Bud Powell,0.29381083076602915,69,38,2
290812,Joy Division,0.2922830931065163,70,84,15
137390,The Cure,0.29189121770183,71,80,17
821571,Smokey Robinson,0.2907088004767389,72,84,12
129775,Parliament,0.2898009343228119,73,48,12
38490,The Band,0.2891564841245653,74,82,20
744548,Spike Jones,0.2884796146787032,75,20,4
266160,Pete Seeger,0.28726521267539185,76,47,4
98465,Iron Maiden,0.2869379014527208,77,69,23
3829,T-Bone Walker,0.28681169616531776,78,48,2
246611,Judas Priest,0.28660331086325447,79,73,14
137494,Fats Domino,0.2860421026092815,80,51,6
31263,Andra̩ Crouch,0.28580821745239776,81,16,4
530745,Bruce Springsteen,0.2843079439554195,82,70,24
183867,John Cage,0.28338982284705194,83,34,0
607448,Al Green,0.28312692502299996,84,78,28
82584,Billy Eckstine,0.28299453086105675,85,33,2
33161,Sly & the Family Stone,0.28249299915825216,86,67,15
260038,Dinah Washington,0.2821415541166276,87,45,6
490416,Thelonious Monk,0.2821382278870783,88,51,1
84209,Kiss,0.2809053466791181,89,89,23
5882,T. Rex,0.28011328508115946,90,71,11
334193,New Order,0.2799070349386639,91,74,14
944310,George Jones,0.27794754099849084,92,77,15
22124,Slayer,0.2772306883460504,93,69,17
894335,The Platters,0.2772169841229814,94,37,6
396372,Max Roach,0.2762543092905044,95,28,1
899530,The Smiths,0.2757704058231586,96,83,23
118544,The Drifters,0.27551970095885076,97,47,7
59156,B.B. King,0.27548804683723715,98,54,10
43714,Bee Gees,0.2752613762369305,99,49,17
326249,Radiohead,0.27508096352964373,100,55,39
131650,Talking Heads,0.2748985478607252,101,68,21
74970,Bob Wills,0.2748316756258772,102,40,0
108826,Jackie Wilson,0.27462402804705066,103,54,6
667669,Daft Punk,0.27456285581057327,104,26,12
796734,Elton John,0.2738651252440578,105,76,24
578999,Aaliyah,0.2738083113937342,106,27,12
208774,Janet Jackson,0.2734948146611047,107,59,16
307461,Van Morrison,0.27348969034031634,108,63,24
672910,Wire,0.27316219142966824,109,60,15
154544,Green Day,0.27145915715962327,110,65,35
642542,Burt Bacharach,0.2713452209039411,111,63,13
114342,The Doors,0.27118661954815876,112,74,10
24944,Amy Grant,0.27037663448130317,113,16,12
260206,Van Halen,0.27025122097269044,114,54,28
303506,Usher,0.26994969432234295,115,29,22
815039,John Lee Hooker,0.2699224197547042,116,62,5
