id,name,influence_score,rank,out_degree,in_degree
79016,Billie Holiday,1.0,1,106,2
532957,Cab Calloway,0.9932055608074154,2,27,0
259529,Lester Young,0.8529729119588266,3,51,1
287604,Louis Jordan,0.6113647959014715,4,53,2
13511,Sister Rosetta Tharpe,0.4861223217720608,5,13,3
3829,T-Bone Walker,0.4579563231749103,6,48,2
754032,The Beatles,0.3605255569798732,7,615,31
403120,The Mills Brothers,0.34841064515828424,8,35,1
898331,Mississippi Fred McDowell,0.32091248217739293,9,17,0
898336,Mississippi Sheiks,0.31929631882288395,10,3,0
608701,Muddy Waters,0.3178074433795304,11,113,5
805930,Charlie Christian,0.31062481966622957,12,35,1
848784,Roy Acuff,0.296348099037965,13,50,0
577531,Woody Guthrie,0.24139334242921118,14,80,0
317093,Nat King Cole,0.23737978307495777,15,65,1
66915,Bob Dylan,0.23006620156957017,16,389,29
82584,Billy Eckstine,0.2280043060309658,17,33,2
549797,Hank Williams,0.20177497262422348,18,184,3
753094,Son House,0.20006821044725562,19,22,1
162677,Dizzy Gillespie,0.19625139837107233,20,61,6
120521,Chuck Berry,0.1917988434496934,21,159,12
46861,Ray Charles,0.1872387567029269,22,113,7
200775,Ernest Tubb,0.18549960766403883,23,52,0
343396,Roy Brown,0.17662834032945024,24,34,5
824022,Little Richard,0.1637933388697433,25,88,9
894465,The Rolling Stones,0.16142750041233717,26,319,39
180228,Elvis Presley,0.15145959819396637,27,166,16
276085,Howlin' Wolf,0.14931801950021859,28,99,2
128099,James Brown,0.14730146493281948,29,154,15
797881,Ella Mae Morse,0.1457473087966033,30,1,0
82831,The Ink Spots,0.14401146375373616,31,21,2
238115,Sam Cooke,0.13427121620224075,32,128,6
170690,Erskine Hawkins,0.13129910514748458,33,7,1
354105,Jimi Hendrix,0.12865487433882516,34,201,32
960674,Wynonie Harris,0.1251959790213606,35,23,1
346637,Roy Eldridge,0.12129695595876498,36,17,1
959770,Willie Dixon,0.11665231520421646,37,37,3
261332,Jonah Jones,0.11060178564298086,38,1,2
