id,name,influence_score,rank,out_degree,in_degree
927555,Aretha Franklin,1.0,1,0,1
888730,Odetta,1.0,2,0,1
797881,Ella Mae Morse,1.0,3,1,0
79016,Billie Holiday,1.0,4,0,1
772526,Irma Thomas,1.0,5,0,1
608701,Muddy Waters,1.0,6,1,0
607448,Al Green,1.0,7,0,1
542976,Candi Staton,1.0,8,0,1
532957,Cab Calloway,1.0,9,1,0
397876,Mavis Staples,1.0,10,0,1
299882,Karen Dalton,1.0,11,0,1
295545,Richie Havens,1.0,12,0,1
248798,Judee Sill,1.0,13,0,1
238115,Sam Cooke,1.0,14,0,1
148305,Fred Hammond,1.0,15,0,1
13511,Sister Rosetta Tharpe,1.0,16,13,3
133969,Joan Armatrading,1.0,17,0,1
