id,name,influence_score,rank,out_degree,in_degree
13511,Sister Rosetta Tharpe,1.0,1,13,3
797881,Ella Mae Morse,0.40476324571096073,2,1,0
608701,Muddy Waters,0.40476324571096073,3,1,0
532957,Cab Calloway,0.40476324571096073,4,1,0
927555,Aretha Franklin,0.07142733479861722,5,0,1
888730,Odetta,0.07142733479861722,6,0,1
79016,Billie Holiday,0.07142733479861722,7,0,1
772526,Irma Thomas,0.07142733479861722,8,0,1
607448,Al Green,0.07142733479861722,9,0,1
542976,Candi Staton,0.07142733479861722,10,0,1
397876,Mavis Staples,0.07142733479861722,11,0,1
299882,Karen Dalton,0.07142733479861722,12,0,1
295545,Richie Havens,0.07142733479861722,13,0,1
248798,Judee Sill,0.07142733479861722,14,0,1
238115,Sam Cooke,0.07142733479861722,15,0,1
148305,Fred Hammond,0.07142733479861722,16,0,1
133969,Joan Armatrading,0.07142733479861722,17,0,1
